statement,sentiment,language,rating,source
Lua table lookup,0,Lua,18,stackexchange
How to pass large struct back and forth between between C and Lua,0,Lua,18,stackexchange
Pattern Matching with Lua39s string module,0,Lua,18,stackexchange
Is there a way to determine parameter values passed to a Lua function from within a call to the debug hook handling the 39call39 event,0,Lua,18,stackexchange
How do I call C functions from a Lua script,0,Lua,18,stackexchange
How to use lua_pop function correctly,0,Lua,18,stackexchange
Lua and Cstruct,0,Lua,18,stackexchange
Import functions from table as local functions in Lua,0,Lua,18,stackexchange
Attempt to index a nil value in a script,0,Lua,18,stackexchange
Pseudorandom number generator for noise,0,Lua,18,stackexchange
Lua scripting implementation,0,Lua,18,stackexchange
Getting the face of a cube,0,Lua,18,stackexchange
Improved Perlin Noise module for Lua,0.3333333333333333,Lua,18,stackexchange
how to get the closure in lua,0,Lua,18,stackexchange
Fastest path to Lua SHA256 RFC2104 compliant HMAC signature,0,Lua,18,stackexchange
LuaJit increase stackheap size,0.25,Lua,18,stackexchange
Lua use table as args,0,Lua,18,stackexchange
Architecture for Qt application with Lua scripting  pause execution,0,Lua,18,stackexchange
Cloning Lua state,0,Lua,18,stackexchange
Changing one table seems to change the other,0,Lua,18,stackexchange
Better way to architect this function,0.3333333333333333,Lua,18,stackexchange
Help with boost bindfunctions,0.75,Lua,18,stackexchange
Lua Closures in implementing a DSL,0,Lua,18,stackexchange
Reference to Lua function in CC,0,Lua,18,stackexchange
Regex to match 2 different parts of a line,0,Lua,18,stackexchange
What39s the easiest way to convert an SO data dump from HTML back to Markdown,-0.06666666666666667,Lua,18,stackexchange
How to get sponsorship from Microsoft research,0,Lua,18,stackexchange
Safely generating XML in Lua,0.2,Lua,18,stackexchange
Obtaining a pointer to Lua object instance in C,0,Lua,18,stackexchange
Do any NET DLLs exist that implement luac39s functionality,0,Lua,18,stackexchange
Efficient heapmanager for heavy churn tiny allocs,0,Lua,18,stackexchange
How do you presize an array in Lua,0,Lua,18,stackexchange
How can I load and execute a lua file from within another lua file,0,Lua,18,stackexchange
Template casting issue,0,Lua,18,stackexchange
SWIG  Lua Determine member field data type,0,Lua,18,stackexchange
Resource for learning Lua to use with C,0,Lua,18,stackexchange
Explanation of Asm code,0,Lua,18,stackexchange
DllNotFoundException while trying to quotfixquot LuaInterface but why,0,Lua,18,stackexchange
Placeholder evaluation of lua code,0,Lua,18,stackexchange
Luabind Function using stdstringamp Reference with pure_out_value policy not possible,0,Lua,18,stackexchange
Do Javascript prototypes have something equivalent to Lua39s __index amp __newindex,0,Lua,18,stackexchange
Sorting Tables  Lua,0,Lua,18,stackexchange
Lua unpack bug,0,Lua,18,stackexchange
Lua Alien  Calling Specific API,0,Lua,18,stackexchange
Enable bash output color with Lua script,0,Lua,18,stackexchange
How do you set the quotrequirequot path when lua is embedded,0,Lua,18,stackexchange
Finding the spin of a sphere given X Y and Z vectors relative to sphere,0,Lua,18,stackexchange
Find XYZ rotation angles from one position to another,0,Lua,18,stackexchange
C Preprocessor metaprogramming obtaining an unique value,0,Lua,18,stackexchange
What advantages does using Oslo and M have and when would you use it,0.14285714285714285,M,18,stackexchange
Oslo39s Intellipad How to set up the 3 column MGrammarMode,0,M,18,stackexchange
Is there a better way to define a decimal in an MGrammar,0.16666666666666666,M,18,stackexchange
Explanation of Oslo error quotM0197 39Text39 cannot be used in a Type contextquot,-0.15384615384615385,M,18,stackexchange
Explanation of Oslo error quotM2037 SQL Generation Internal Error Missing generator for variablequot,-0.46153846153846156,M,18,stackexchange
Interesting uses of M,0.5,M,18,stackexchange
ASPNET session variables,0,M,18,stackexchange
how can i instantiate an object from a compilationunit,0,M,18,stackexchange
JavaM API for GTM  SELECT support,0.2857142857142857,M,18,stackexchange
What does the 39M39 mean in this code,0,M,18,stackexchange
Uploadify not showing progress on Firefox Mac,0.2857142857142857,M,18,stackexchange
adding path to environnment variable is not working,0,M,18,stackexchange
Memory string directly to file for showing in html,0,M,18,stackexchange
How to move database and attach it to SQL Server 2008,0,M,18,stackexchange
How to properly process and print files with spaces in bash,0,M,18,stackexchange
insert and delete columns from a button,0,M,18,stackexchange
Power Query  Parse a very weird file,-0.25,M,18,stackexchange
Switching from Apache Prefork to worker MPM,0,M,18,stackexchange
Creating a histogram in excel using m code  DAX,0,M,18,stackexchange
What is M language,0,M,18,stackexchange
jquery m custom scrollbar parallax,0,M,18,stackexchange
INTERNET permissions in Android M,0,M,18,stackexchange
How to save data in textarea on enter key using ajax like facebook comment,0.2857142857142857,M,18,stackexchange
How can I save my log file in Python when the process is killed,-0.07142857142857142,M,18,stackexchange
CMake find_library does not find the library,0,Magma,18,stackexchange
MAGMA and Rcpp for linear algebra in R,0,Magma,18,stackexchange
Standard Fortran interface for cuBLAS,0,Magma,18,stackexchange
Calling MAGMA from a Fortran program,0,Magma,18,stackexchange
Is there a Computational Algebra package for Python,0,Magma,18,stackexchange
magmablas_dgemm not working for larger grid size,0,Magma,18,stackexchange
magma compilation DSO error,-0.5,Magma,18,stackexchange
using magma_dysevd in mex file matlab,0,Magma,18,stackexchange
generate Identityor scalar and zero matrix using lapack or magma,0,Magma,18,stackexchange
MAGMA without a GPU card,0,Magma,18,stackexchange
Log files in MAGMA,0,Magma,18,stackexchange
MAGMA 160 amp intel MKL Undefined reference to sqrt despite linking to math library,0,Magma,18,stackexchange
CUDA lapack librairies CULA amp MAGMA as device functions,0,Magma,18,stackexchange
MAGMA library difference between magma_dgemm and magmablas_dgemm,0,Magma,18,stackexchange
Compiling Magma141 on Windows 764 bit,0,Magma,18,stackexchange
MAGMA NilpotencyClass being miscalculated,0,Magma,18,stackexchange
How to use Fortran interface to call a C function which contains user defined type,0,Magma,18,stackexchange
MAGMA installation and compiling with visual studio 2012,0,Magma,18,stackexchange
Loading files into MAGMA,0,Magma,18,stackexchange
Equation of a helix parametrized by arc length between two points in space,0,Mathematica,18,stackexchange
How do you break out of parallel loops ParallelBreak,0,Mathematica,18,stackexchange
Are there Mathematica packages for presenting proofsderivations,0,Mathematica,18,stackexchange
How can I get the name of a calling function within a module in Mathematica,0,Mathematica,18,stackexchange
Equivalent of quotdefinedquot in Mathematica,0,Mathematica,18,stackexchange
Mathematica39s Tables and Modifications in Octave,0,Mathematica,18,stackexchange
How to implement MapThread with basic list mapping,0,Mathematica,18,stackexchange
Why won39t this work Dynamic in a Select,0,Mathematica,18,stackexchange
How to plot z1  2 in a specified domain in Mathematica,0,Mathematica,18,stackexchange
How to use With inside a ContourPlot in mathematica,0,Mathematica,18,stackexchange
Mathematica running out of memory,0,Mathematica,18,stackexchange
Images have a fubar color palette when generated under Xvfb instead of normal X,0,Mathematica,18,stackexchange
Optimization with Mathematica Use BinCounts in Objective Function,0,Mathematica,18,stackexchange
Exporting a plot as an image in Mathematica on a machine without X11 ie without involving the frontend,0,Mathematica,18,stackexchange
Getting started with Mathematica packages,0,Mathematica,18,stackexchange
Mixed Scaled and ordinary coordinates in Mathematica,0,Mathematica,18,stackexchange
Finding previously defined messages in Mathematica,0,Mathematica,18,stackexchange
Possible to put equation39s expression near its graphic representation,0,Mathematica,18,stackexchange
Mathematical Programming Languages,0,Mathematica,18,stackexchange
Connecting points in Mathematica,0,Mathematica,18,stackexchange
Running code in MatLabMathematica only after having written it all,0,Mathematica,18,stackexchange
Cryptographic hash sha1 or md5 of data given as a string in Mathematica,0,Mathematica,18,stackexchange
Mathematica39s quotDisable Dynamicquot dialog kills Java,-0.5,Mathematica,18,stackexchange
Introspection of messages generated in Mathematica,0,Mathematica,18,stackexchange
Calling java project from Mathematica,0,Mathematica,18,stackexchange
Which one of C and Java is more easy and fast when interfacing with StatisticsSimulation Softwares,0.0625,Mathematica,18,stackexchange
When plotting a 3D Graphic how to define the angle it will show,0,Mathematica,18,stackexchange
Mathematica function foo that can distinguish foo2 from foo20,0,Mathematica,18,stackexchange
Parser for the Mathematica syntax,0,Mathematica,18,stackexchange
FindRoot symbolic results to numeric,0,Mathematica,18,stackexchange
Ways to work around Mathematica Notation bug,0,Mathematica,18,stackexchange
mathematica printing with multiple indices,0,Mathematica,18,stackexchange
mathematica creating lists and vectors of specific length,0,Mathematica,18,stackexchange
Weird behavior of substitution in Mathematica,-0.3333333333333333,Mathematica,18,stackexchange
How can I check if OpenSQLConnection was successful in Mathematica,0.3,Mathematica,18,stackexchange
how to use units along function parameter values in Mathematica,0,Mathematica,18,stackexchange
Mathematica  Import CSV and process columns,0,Mathematica,18,stackexchange
How do I get Mathematica to thread a 2variable function over two lists using functional programming techniques,0,Mathematica,18,stackexchange
Targeted Simplify in Mathematica,0,Mathematica,18,stackexchange
Mathematica quickie About making cells Input cells by default,0,Mathematica,18,stackexchange
posmax like argmax but gives the positions of the element x for which fx is maximal,0.125,Mathematica,18,stackexchange
Mathematica in batch mode from the command line on Mac OS X,0,Mathematica,18,stackexchange
Mathematica PDF Curves and Shading,0,Mathematica,18,stackexchange
Compute average distance from point to line segment and line segment to line segment,0,Mathematica,18,stackexchange
Partial evaluation in Mathematica,0,Mathematica,18,stackexchange
Debugging a working program on Mathematica 5 with Mathematica 7,0,Mathematica,18,stackexchange
Import and Export for CSV are both broken in Mathematica,-0.1,Mathematica,18,stackexchange
Curve fitting Find the smoothest function that satisfies a list of constraints,0,Mathematica,18,stackexchange
Why would Mathematica break normal scoping rules in Module,0,Mathematica,18,stackexchange
Suppressing a trailing quotquot in numerical output from Mathematica,0,Mathematica,18,stackexchange
Convert a Dynamic construct to a numerical list,0,Mathematica,18,stackexchange
Lexical and dynamic scoping in Mathematica Local variables with Module With and Block,-0.07692307692307693,Mathematica,18,stackexchange
Octave Multiple submatrices from a matrix,0,Mathematica,18,stackexchange
Doxygen equivalent for Mathematica,0,Mathematica,18,stackexchange
Empty graphics when using Hue in a Raster,-0.125,Mathematica,18,stackexchange
Mathematica Determine if all integers in a list are less than a number,0,Mathematica,18,stackexchange
Two quick Mathematica questions,0,Mathematica,18,stackexchange
Bug in Mathematica regular expression applied to very long string,0,Mathematica,18,stackexchange
Mathematica StringReplace to replace a substring containing newlines,0,Mathematica,18,stackexchange
scaling axes in Mathematica,0,Mathematica,18,stackexchange
Mathematica equivalent of Ruby39s inject,0,Mathematica,18,stackexchange
Initial conditions with a nonlinear ODE in Mathematica,0,Mathematica,18,stackexchange
String quotation marks when exporting a Mathematica Grid as vector graphics,0,Mathematica,18,stackexchange
How to construct a list of Set39s,0,Mathematica,18,stackexchange
Simple Message Passing in Mathematica 7,0,Mathematica,18,stackexchange
automatize a mathematic procedure I need industrial amouts of results and I get one,0,Mathematica,18,stackexchange
Caching of data in Mathematica,0,Mathematica,18,stackexchange
quotSelect anyquot in Mathematica,0,Mathematica,18,stackexchange
Scatter plot with indication of the density of points,0,Mathematica,18,stackexchange
AbsoluteTime with numeric argument behaves strangely,-0.16666666666666666,Mathematica,18,stackexchange
Resize a list of images in Mathematica for use with ListAnimate,0,Mathematica,18,stackexchange
Mathematica Programming Graph Plot,0,Mathematica,18,stackexchange
Optimizing an inner loop calculation in Mathematica,0,Mathematica,18,stackexchange
Stable Sorting ie MinimallyDisruptive Sorting,0.4,Mathematica,18,stackexchange
Monotonify listmunging without a For loop,0,Mathematica,18,stackexchange
How to extract a Date from an SQLDateTime object in Mathematica,0,Mathematica,18,stackexchange
Factoring matrices into elementary matrices,0,Mathematica,18,stackexchange
text in mathematica,0,Mathematica,18,stackexchange
mesh in mathematica,0,Mathematica,18,stackexchange
DensityPlot command in mathematica,0,Mathematica,18,stackexchange
Tricky RegionPlot question Mathematica,0,Mathematica,18,stackexchange
Projecting points from 4dspace into 3dspace in Mathematica,0,Mathematica,18,stackexchange
How to precisely orient a Camera in Graphics3D,0,Mathematica,18,stackexchange
Reliable cleanup in Mathematica,0,Mathematica,18,stackexchange
quotSelectquot comparing neighboring elements in Mathematica,0,Mathematica,18,stackexchange
find minimum of a function defined by integration in Mathematica,0,Mathematica,18,stackexchange
enumerating all partitions in Mathematica,0,Mathematica,18,stackexchange
Inexplicable Mathematica7 DumpSave problem,-0.5,Mathematica,18,stackexchange
Why does FindMaximum with Newton39s method complain it can39t find a sufficient decrease in function,-0.13333333333333333,Mathematica,18,stackexchange
Partitioning an interval geometrically,0,Mathematica,18,stackexchange
how to automatically load userdefined functions in mathematica,0,Mathematica,18,stackexchange
suggestions for a people similarity algorithm,0,Mathematica,18,stackexchange
Calling Mathematica from OCaml program,0,Mathematica,18,stackexchange
Using the solution of a differential equation in two separate plot commands in Mathematica,0.07142857142857142,Mathematica,18,stackexchange
MemberQ in Mathematica,0,Mathematica,18,stackexchange
taskjuggler w multiple dependencies where task length depends on previous tasks,0,Mathematica,18,stackexchange
What39s the difference between Solvelhs  rhs x and Rootslhs  rhs x in Mathematica 7,0,Mathematica,18,stackexchange
Create MathematicaCombinatorica graph with edges that have named vertices,0,Mathematica,18,stackexchange
How to extract mathematica output,0,Mathematica,18,stackexchange
Complex wolframalpha ajax query,0,Mathematica,18,stackexchange
What is more interesting or powerful CurryMercuryLambdaPrologyour suggestion,0.5,Mercury,18,stackexchange
Convert List to List of Tuples In Mercury,0,Mercury,18,stackexchange
polymorphic instances for typeclasses in Mercury language,0,Mercury,18,stackexchange
ADT properties in Mercury,0,Mercury,18,stackexchange
quotquot and quotgtquot in Mercury,0,Mercury,18,stackexchange
Mercury Determinism and pattern matching,0,Mercury,18,stackexchange
Mercury installation,0,Mercury,18,stackexchange
What is a good data type for representing arbitrary binary data,0.2727272727272727,Mercury,18,stackexchange
IDE or Editor with Support for Mercury,0.2857142857142857,Mercury,18,stackexchange
Creating a deterministic finite automata DFA  Mercury,0,Mercury,18,stackexchange
Mercury compilation error with Mac OS X 108,-0.25,Mercury,18,stackexchange
Unrestricted Variable Name Declaration In Mercury,0,Mercury,18,stackexchange
most useful amp instructive functionallogic language to learn,0.25,Mercury,18,stackexchange
What other ways can state be handled in a pure functional language besides with Monads,0,Mercury,18,stackexchange
What benefit does types bring in logic programming languages like Mercury,0.36363636363636365,Mercury,18,stackexchange
Does any version of Prolog support higher order abstraction of accumulators,0.18181818181818182,Mercury,18,stackexchange
Mercury How to declare determinism of a higherorder data type,0,Mercury,18,stackexchange
In Mercury why can39t I use a state variable in a function application,0,Mercury,18,stackexchange
Why does this variable have an instantiatedness of free,0.1111111111111111,Mercury,18,stackexchange
Matching determinism of a lambda and a predicate in Mercury,0,Mercury,18,stackexchange
Building MultiModule Mercury Programs,0,Mercury,18,stackexchange
How do I compile for debugging in Mercury programming language,0,Mercury,18,stackexchange
How to declare a pred for a predicate that imports or outputs lists,0,Mercury,18,stackexchange
How continue line of text to next line in Mercury,0,Mercury,18,stackexchange
How do I display a list of long integers Mercury language,0,Mercury,18,stackexchange
How do Rust39s ownership semantics relate to uniqueness typing as found in Clean and Mercury,0.13333333333333333,Mercury,18,stackexchange
Mercury  How do I set an option element39s 39selected39 property,0,Mercury,18,stackexchange
Trying to use SMTP in XAMPP Mercury with python,0,Mercury,18,stackexchange
Miranda while and forloops,0,Miranda,18,stackexchange
Miranda Error cannot unify char withchar on line 12,-0.2222222222222222,Miranda,18,stackexchange
Missing case definition in Miranda,-0.4,Miranda,18,stackexchange
Haskell Split a list using list comprehension,0,Miranda,18,stackexchange
Command history for mira,0,Miranda,18,stackexchange
Miranda going through lists,0,Miranda,18,stackexchange
Representing Integers as Functions Church Numerals,0,Miranda,18,stackexchange
Miranda Type error,-0.6666666666666666,Miranda,18,stackexchange
Haskell  Miranda Find the type of the function,0,Miranda,18,stackexchange
Are there any other by default lazily evaluated languages apart from Haskell and Miranda,0,Miranda,18,stackexchange
Abusing the algebra of algebraic data types  why does this work,0,Miranda,18,stackexchange
Understanding the type error quotexpected signature IntIntgtInt but got IntIntgtIntquot,-0.2,ML,18,stackexchange
Editor for programming ML on windows,0,ML,18,stackexchange
What exactly does this Standard ML code do,0,ML,18,stackexchange
GUI for Standard ML,0,ML,18,stackexchange
Standard ml function in datatype problem,-0.3333333333333333,ML,18,stackexchange
Open file in MLSMLNJ,0,ML,18,stackexchange
Insert element into a tree from a list in Standard ML,0,ML,18,stackexchange
CGI site  moscow ml problem,-0.3333333333333333,ML,18,stackexchange
Explain ML type inference to a C programmer,0,ML,18,stackexchange
Deriving type expression in ML,0,ML,18,stackexchange
Standard ML Return different types,0,ML,18,stackexchange
Access guarantees of ML Refs,0,ML,18,stackexchange
ML Expression help line by line,0.3333333333333333,ML,18,stackexchange
Standard ML using MoscowML Whats wrong with this function filter,-0.2,ML,18,stackexchange
Standard ML Binary Tree,0,ML,18,stackexchange
SMLML Int to String conversion,0,ML,18,stackexchange
Input  Output operations  ML,0,ML,18,stackexchange
Example of nested signatures in OCaml,0,ML,18,stackexchange
RPAREN EQALOP and unbound variable and constructor errors in SMLML,-0.2,ML,18,stackexchange
Ml file reading limits,-0.25,ML,18,stackexchange
Seuqences in ML finite amp infinnite,0,ML,18,stackexchange
firstElementMiddleLastElement REGEX,0,ML,18,stackexchange
How Functional language are different from the language implementation point of view,0,ML,18,stackexchange
Learningusing ML Which system should i use,0,ML,18,stackexchange
Syntax for nested signatures,0,ML,18,stackexchange
Does F have a AND in types or a type hierarchy with parent Number,0,ML,18,stackexchange
Removing hash from ml output,0,ML,18,stackexchange
Type Clash Because of Circularity in ML,-0.2857142857142857,ML,18,stackexchange
Changing identical types in OCAML,0,ML,18,stackexchange
Standard ML permutations,0,ML,18,stackexchange
Differences between datatype constructors and functions,0,ML,18,stackexchange
What are the primary theoretical difficulties with adding MLstyle modules to Haskell,0,ML,18,stackexchange
a really basic SML issue I just can39t seem to figure out small code,0,ML,18,stackexchange
Refactoring Browser,0,ML,18,stackexchange
How to define trees with more than one type in ML programing language,0,ML,18,stackexchange
Standard ML Naming datatypes of function arguments possible,0,ML,18,stackexchange
Ml syntax error how to verify code error,-0.5,ML,18,stackexchange
Simple SML code error,-0.5,ML,18,stackexchange
ML  datatype and functions,0,ML,18,stackexchange
Can I expand a typedef in SMLNJ,0.14285714285714285,ML,18,stackexchange
The Little ML39er  Good training for F,0.375,ML,18,stackexchange
infinite sequence in SML,0,ML,18,stackexchange
Problem writing mutually recursive function in F,-0.2857142857142857,ML,18,stackexchange
Which of these is the better style for function definition in f,0.16666666666666666,ML,18,stackexchange
sml syntax having a hard time looking up documentation,-0.1111111111111111,ML,18,stackexchange
Implementing quicksort in a functional language,0,ML,18,stackexchange
Standard ML binary tree datatype,0,ML,18,stackexchange
standard ml quicksort,0,ML,18,stackexchange
Resources related to Closures in ML,0,ML,18,stackexchange
How to understand segmented binomial heaps described in ltPurely Functional Data Structuresgt,0,ML,18,stackexchange
cdr string in ML languge,0,ML,18,stackexchange
printing a list in SML,0,ML,18,stackexchange
How to make this ml procedure,0,ML,18,stackexchange
Problem with type clash on a set of sets in StandardML,-0.36363636363636365,ML,18,stackexchange
what are curry and uncurry in highorder functions in ML,0,ML,18,stackexchange
Higher Order Functions in SMLNJ,0,ML,18,stackexchange
Doing a Ndimensional walk in pure functional ML,0,ML,18,stackexchange
Is there a ml like languagestandard mlocamlfhaskelletc in which list elements are option types,0.14285714285714285,ML,18,stackexchange
Checking each value in list with each other,0,ML,18,stackexchange
ml datatype with primitive functions how to make,0,ML,18,stackexchange
Implementing take with F by translating ML39s equivalent,0,ML,18,stackexchange
Better to use quotandquot or quotinquot when chaining quotletquot statements,0.2,ML,18,stackexchange
standard ml sorting 3 elements,0,ML,18,stackexchange
standard ml datatype function,0,ML,18,stackexchange
standard ml add elements in a custom datatype,0,ML,18,stackexchange
standard ml make bst out of a list,0,ML,18,stackexchange
SML Creating Abstract Data Types,0,ML,18,stackexchange
reverse function and append function to custom list standard ml,0,ML,18,stackexchange
OCaml  Pattern matching with list reference in a tuple,0,ML,18,stackexchange
max pairs function standard ml,0,ML,18,stackexchange
Inferred type appears to detect an infinite loop but what39s really happening,0,ML,18,stackexchange
Overloading in Ocaml,0,ML,18,stackexchange
Inferring recursive expressions using Hindley Milner amp constraints,0,ML,18,stackexchange
Standard ML repeat last command left arrow,0,ML,18,stackexchange
ChurchRosser Theorem Example in a Functional Programming Language,0,ML,18,stackexchange
ML polymorphic data types  how to get to the inner nodes,0,ML,18,stackexchange
Counting Arcs to Places and Transitions in CPNTools,0,ML,18,stackexchange
How to encode a boolean feature value in mahout,0,ML,18,stackexchange
Recursive Error in SML,-0.5,ML,18,stackexchange
return a list of element from a list in OCaml,0,ML,18,stackexchange
Getting started with Standard ML,0,ML,18,stackexchange
the reasons of errors in ML code,-0.2857142857142857,ML,18,stackexchange
Asking about ML recursive function,0,ML,18,stackexchange
how to handle divide by zero error in ML,-0.2222222222222222,ML,18,stackexchange
ML function currying,0,ML,18,stackexchange
In Standard ML how can you catch an exception like quotError unbound variable or constructor fooquot,0.125,ML,18,stackexchange
Why do I keep getting errors in this piece of code for Standard ML,-0.14285714285714285,ML,18,stackexchange
How is tailcall optimization in FPLs implemented at the assembly level,0,ML,18,stackexchange
ML function that adds up a custom data type,0,ML,18,stackexchange
Limitations of Type Inference in ML,0,ML,18,stackexchange
Multiple Conditionals in Poly ML,0,ML,18,stackexchange
Do functional languages use information from the caller to do type inference,0,ML,18,stackexchange
What is the difference between function declarations f x y and f x y in Standard ML,0,ML,18,stackexchange
Why is MASM crashing on assembly,0,ML,18,stackexchange
How to examine items in a quotsetquot without a cons operator,0,ML,18,stackexchange
ml type analysis of the fold function,0,ML,18,stackexchange
How to compile with a custom module,0,ML,18,stackexchange
Standard ML and lookup tables with a find function,0,ML,18,stackexchange
Type clash when creating a list from a set abstype in SML,-0.16666666666666666,ML,18,stackexchange
Is it possible to check whether a value has a particular type in Poly ML,0,ML,18,stackexchange
Understanding a Mumps statement,0,MUMPS,18,stackexchange
mumps query related to ,0,MUMPS,18,stackexchange
Regarding Extract Function,0,MUMPS,18,stackexchange
Query related to set statement,0,MUMPS,18,stackexchange
Query Regarding Mumps,0,MUMPS,18,stackexchange
mumps lanaguage FOR loop related,0,MUMPS,18,stackexchange
Want help in Understanding MUMPS syntaxes,0.5,MUMPS,18,stackexchange
Query Regarding Mumps Statement,0,MUMPS,18,stackexchange
query on MUMPS from aspnetC,0,MUMPS,18,stackexchange
Query in MUMPS statement,0,MUMPS,18,stackexchange
how to solve GTMEGDINVALID Unrecognized Global Directory file format mumpsgld expected label GTCGBDUNX007 found GTCGBDUNX006,0.06666666666666667,MUMPS,18,stackexchange
Need MUMPS Sample Code,0,MUMPS,18,stackexchange
Datatree MUMPS  resolve undefined variables to nullempty string,0.2222222222222222,MUMPS,18,stackexchange
GTM any experience with it,0,MUMPS,18,stackexchange
How to solve quot GDEIWRITEERROR Cannot exit because of write failure Reason for failure 13GDEPUT48GDEPUTSYSTEMEENO13 Permission deniedquot,-0.17647058823529413,MUMPS,18,stackexchange
Grouping an array,0,MUMPS,18,stackexchange
Where can I find implementation details of the Mumps globals,0,MUMPS,18,stackexchange
JavaM API for GTM  SELECT support,0.2857142857142857,MUMPS,18,stackexchange
mumps syntax declaration,0,MUMPS,18,stackexchange
Mumps Syntactical conflicts,-0.6666666666666666,MUMPS,18,stackexchange
Calling an M tag from NET using Cache39,0,MUMPS,18,stackexchange
Assigning two items together from an array ObjectscriptMumps,0,MUMPS,18,stackexchange
how to call a simple java program from intersystems cache,0,MUMPS,18,stackexchange
How to use MUMPS with NET,0,MUMPS,18,stackexchange
Can i able to make Trigger in Cache for mapped global,0,MUMPS,18,stackexchange
Mumps programming checking for timeout,0,MUMPS,18,stackexchange
MUMPS can39t format Number to String,0,MUMPS,18,stackexchange
How to do package mapping in Inter systems Cache 5,0,MUMPS,18,stackexchange
In Cach233 ObjectScript what is the Aliases39 property keyword,0,MUMPS,18,stackexchange
M  Whats wrong with this simple for loop,-0.2222222222222222,MUMPS,18,stackexchange
GTM order values,0,MUMPS,18,stackexchange
TryFinally Equivalent in Cach233 ObjectScript,0,MUMPS,18,stackexchange
What is the encryption decryption algorithm used to interpret HL7 messages,0,MUMPS,18,stackexchange
Difference between routines and naked global indicators,0,MUMPS,18,stackexchange
How to call a COS when SETKILL applied to a specific global variable,0,MUMPS,18,stackexchange
golang package for GTM database,0,MUMPS,18,stackexchange
GTMERPARENMISSING error when signing meds in CPRS  VistA,-0.2222222222222222,MUMPS,18,stackexchange
How to fetch mails from foldersub folder other than INBOX,0,MUMPS,18,stackexchange
Does GTM save database operation command in logs file,0.2222222222222222,MUMPS,18,stackexchange
compile OpenBUGS 64bit,0,Oberon,18,stackexchange
Access QNX Filesystem in Windows,0,Oberon,18,stackexchange
How is inheritance implemented in Ada and does it have built in GUI,0,Oberon,18,stackexchange
quotoddquot expression in PL0,0,Oberon,18,stackexchange
How does Oberon39s object oriented model differ from standard OOP,0,Oberon,18,stackexchange
Status of Oberon readiness for application programming,0,Oberon,18,stackexchange
Cannot run Oberon program in xds,0,Oberon,18,stackexchange
Where can I learn Oberon and What IDE can I use,0,Oberon,18,stackexchange
Trying to resolve leftrecursion trying to build Parser with ANTLR,0.2,Oberon,18,stackexchange
Installbase of Java JRE,0,Java,18,stackexchange
How do I add a MIME type to htaccess,0,Java,18,stackexchange
How do I detect if a function is available during JNLP execution,0,Java,18,stackexchange
How to find a normal vector pointing directly from virtual world to screen in Java3D,0,Java,18,stackexchange
Is there a way to access webxml properties from a Java Bean,0,Java,18,stackexchange
Which jstl url should I reference in my jsps,0,Java,18,stackexchange
Can you programmatically restart a j2ee application,0,Java,18,stackexchange
How can I identify in which Java Applet context I39m running without passing an ID,0,Java,18,stackexchange
How to prefetch Oracle sequence IDs in a distributed environment,0,Java,18,stackexchange
Extracting SVN data with Java,0,Java,18,stackexchange
High availability and scalable platform for JavaC on Solaris,0,Java,18,stackexchange
How do I enable open id on a Java Webapp,0,Java,18,stackexchange
Hibernate crops clob values oddly,0,Java,18,stackexchange
How do you send and receive UDP packets in Java on a multihomed machine,0,Java,18,stackexchange
Using Small 110 Items InstanceLevel Collections in Java,0,Java,18,stackexchange
Is there a real benefit of using J,0.25,Java,18,stackexchange
Java Right Click does not make a selection What is the easiest way to solve this globally,0.058823529411764705,Java,18,stackexchange
Downloading Java classes from inside a signed applet,0,Java,18,stackexchange
YesNo dialog in Java ME,0,Java,18,stackexchange
Can the Weblogic default handler display the list of contexts,0,Java,18,stackexchange
Problem with unicode String literal in unit test,-0.25,Java,18,stackexchange
Fail fast finally clause in Java,-0.3333333333333333,Java,18,stackexchange
Aspectj doesn39t catch all events in spring framework,0,Java,18,stackexchange
GWT contextxml in shell mode,0,Java,18,stackexchange
Find all available JREs on Mac OS X from Java application installer,0,Java,18,stackexchange
Using Java JAR file in NET,0,Java,18,stackexchange
Java VNC Libraries,0,Java,18,stackexchange
How to conduct blackbox testing on an AJAX application,0,Java,18,stackexchange
Best way for a Swing GUI to communicate with domain logic,0.2727272727272727,Java,18,stackexchange
How do I create a spring bean for a Java double primitive,0,Java,18,stackexchange
In a clientserver application How to send to the DB the user39s application password,0,Java,18,stackexchange
How to make embedded servlet engine instantiate servlets eagerly,0,Java,18,stackexchange
HQL querying columns in a set,0,Java,18,stackexchange
How do I set the HttpOnly flag on JSFRichfaces,0,Java,18,stackexchange
How should I start when developing a system based on modules or plugins,0,Java,18,stackexchange
What runs in a C heap vs a Java heap in HPUX environment JVMs,0,Java,18,stackexchange
Virtual functions in constructors why do languages differ,0,Java,18,stackexchange
Does new URLopenConnection necessarily imply a POST,0,Java,18,stackexchange
How to avoid temporary file creation on serverside when pushing back full HTML content to clients,-0.0625,Java,18,stackexchange
Generic Method Type Safety,0.25,Java,18,stackexchange
In Struts 13 what39s the best way for the Controller to fill the View with variables,0.1875,Java,18,stackexchange
Is there a Problem with JPA Entities Oracle 10g and Calendar Type properties,-0.15384615384615385,Java,18,stackexchange
What criteria should be used to judge and compare Java applications,0,Java,18,stackexchange
